EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,Position
225,111,701156975,45615666,Sylvester,Valdez,A,False,Production Technician - WC20,11-Jul-09,12-Jun-70,AW\sylvester-valdez,sylvester-valdez@adventureworks.com,492-555-0174,M,Sylvester Valdez,492-555-0174,False,M,1,$14.,4,22,True,False,Production,
241,111,339233463,45615666,Prasanna,Samarawickrama,E,False,Production Technician - WC20,22-Aug-09,28-Nov-52,AW\prasanna-samarawickrama,prasanna-samarawickrama@adventureworks.com,129-555-0199,M,Prasanna Samarawickrama,129-555-0199,False,M,1,$14.,5,22,True,False,Production,
243,111,872923042,45615666,Min,Su,G,False,Production Technician - WC20,24-Aug-09,10-Apr-74,AW\min-su,min-su@adventureworks.com,590-555-0152,M,Min Su,590-555-0152,False,M,1,$14.,1,20,True,False,Production,
244,53,697712387,370989364,Eric,Brown,L,False,Production Technician - WC40,24-Aug-09,8-Jul-42,AW\eric-brown,eric-brown@adventureworks.com,680-555-0118,M,Eric Brown,680-555-0118,False,M,1,$15.,60,50,True,False,Production,
250,53,947029962,370989364,Frank,Martinez,R,False,Production Technician - WC40,5-Sept-09,1-Oct-51,AW\frank-martinez,frank-martinez@adventureworks.com,203-555-0196,M,Frank Martinez,203-555-0196,False,M,1,$15.,66,53,True,False,Production,
252,27,393421437,360868122,Christopher,Hill,E,False,Production Technician - WC10,8-Sept-09,1-May-86,AW\christopher-hill,christopher-hill@adventureworks.com,153-555-0166,M,Christopher Hill,153-555-0166,False,M,1,$13.45,91,65,True,False,Production,
253,53,988315686,370989364,Patrick,Cook,M,False,Production Technician - WC40,12-Sept-09,23-Jul-73,AW\patrick-cook,patrick-cook@adventureworks.com,425-555-0117,M,Patrick Cook,425-555-0117,False,M,1,$15.,61,50,True,False,Production,
259,20,8066363,494170342,Randy,Reeves,T,False,Production Technician - WC60,23-Sept-09,26-Nov-69,AW\randy-reeves,randy-reeves@adventureworks.com,961-555-0122,M,Randy Reeves,961-555-0122,False,M,1,$12.45,29,34,True,False,Production,
266,66,826454897,7201901,Tom,Vande Velde,M,False,Production Technician - WC10,8-Oct-09,1-May-86,AW\tom-vande-velde,tom-vande-velde@adventureworks.com,295-555-0161,M,Tom Vande Velde,295-555-0161,False,M,1,$13.45,98,69,True,False,Production,
10,189,690627818,33237992,Ruth,Ellerbrock,Ann,False,Production Technician - WC10,6-Aug-07,3-Jan-56,AW\ruth-ellerbrock,ruth-ellerbrock@adventureworks.com,145-555-0130,M,Ruth Ellerbrock,145-555-0130,False,F,1,$13.45,83,61,True,False,Production,
19,189,565090917,33237992,Doris,Hartwig,M,False,Production Technician - WC10,9-Oct-07,3-Nov-55,AW\doris-hartwig,doris-hartwig@adventureworks.com,328-555-0150,M,Doris Hartwig,328-555-0150,False,F,1,$13.45,86,63,True,False,Production,
21,189,9659517,33237992,Diane,Glimp,R,False,Production Technician - WC10,27-Oct-07,28-Oct-55,AW\diane-glimp,diane-glimp@adventureworks.com,202-555-0151,M,Diane Glimp,202-555-0151,False,F,1,$13.45,87,63,True,False,Production,
38,40,113695504,630184120,Alice,Ciccu,O,False,Production Technician - WC50,7-Jul-08,26-Aug-77,AW\alice-ciccu,alice-ciccu@adventureworks.com,333-555-0173,M,Alice Ciccu,333-555-0173,False,F,1,$11.,95,67,True,False,Production,
42,163,713403643,551834634,Yvonne,McKay,S,False,Production Technician - WC45,9-Jul-08,13-Nov-88,AW\yvonne-mckay,yvonne-mckay@adventureworks.com,286-555-0189,M,Yvonne McKay,286-555-0189,False,F,1,$10.,79,59,True,False,Production,
52,188,351069889,60114406,Susan,Metters,A,False,Production Technician - WC30,14-Jul-08,31-Oct-82,AW\susan-metters,susan-metters@adventureworks.com,639-555-0164,S,Susan Metters,639-555-0164,False,F,1,$9.5,31,35,True,False,Production,
63,177,138280935,578935259,Carole,Poland,M,False,Production Technician - WC30,19-Jul-08,19-May-83,AW\carole-poland,carole-poland@adventureworks.com,688-555-0192,M,Carole Poland,688-555-0192,False,F,1,$9.5,42,41,True,False,Production,
71,40,54759846,630184120,Linda,Moschell,K,False,Production Technician - WC50,25-Jul-08,14-Feb-87,AW\linda-moschell,linda-moschell@adventureworks.com,612-555-0171,M,Linda Moschell,612-555-0171,False,F,1,$11.,96,68,True,False,Production,
75,138,604664374,386315192,Sandra,Reátegui Alayo,,False,Production Technician - WC30,26-Jul-08,5-Jun-75,AW\sandra-reategui,sandra-reategui-alayo@adventureworks.com,896-555-0168,M,Sandra Reátegui Alayo,896-555-0168,False,F,1,$9.5,37,38,True,False,Production,
82,18,330211482,446466105,Rebecca,Laszlo,A,False,Production Technician - WC60,29-Jul-08,4-Feb-88,AW\rebecca-laszlo,rebecca-laszlo@adventureworks.com,314-555-0113,M,Rebecca Laszlo,314-555-0113,False,F,1,$12.45,23,31,True,False,Production,
86,9,693325305,309738752,Nancy,Anderson,A,False,Production Technician - WC60,2-Aug-08,19-Jun-88,AW\nancy-anderson,nancy-anderson@adventureworks.com,970-555-0118,M,Nancy Anderson,970-555-0118,False,F,1,$12.45,34,37,True,False,Production,
90,126,514829225,712885347,Laura,Steele,C,False,Production Technician - WC45,3-Aug-08,25-Jul-80,AW\laura-steele,laura-steele@adventureworks.com,777-555-0141,S,Laura Steele,777-555-0141,False,F,1,$10.,75,57,True,False,Production,
91,18,750246141,446466105,Margie,Shoop,W,False,Production Technician - WC60,4-Aug-08,18-Dec-85,AW\margie-shoop,margie-shoop@adventureworks.com,818-555-0128,M,Margie Shoop,818-555-0128,False,F,1,$12.45,18,29,True,False,Production,
93,214,19312190,634335025,Lorraine,Nay,O,False,Production Technician - WC40,4-Aug-08,26-Jun-88,AW\lorraine-nay,lorraine-nay@adventureworks.com,845-555-0184,M,Lorraine Nay,845-555-0184,False,F,1,$15.,49,44,True,False,Production,
108,214,992874797,634335025,Paula,Nartker,R,False,Production Technician - WC40,12-Aug-08,10-Sept-86,AW\paula-nartker,paula-nartker@adventureworks.com,476-555-0119,M,Paula Nartker,476-555-0119,False,F,1,$15.,54,47,True,False,Production,
115,163,187369436,551834634,Janeth,Esteves,M,False,Production Technician - WC45,15-Aug-08,22-Feb-72,AW\janeth-esteves,janeth-esteves@adventureworks.com,540-555-0191,S,Janeth Esteves,540-555-0191,False,F,1,$10.,81,60,True,False,Production,
121,16,92096924,233069302,Diane,Tibbott,H,False,Production Technician - WC50,18-Aug-08,9-Mar-89,AW\diane-tibbott,diane-tibbott@adventureworks.com,361-555-0180,S,Diane Tibbott,361-555-0180,False,F,1,$11.,8,24,True,False,Production,
123,40,563680513,630184120,Angela,Barbariol,W,False,Production Technician - WC50,20-Aug-08,29-Dec-90,AW\angela-barbariol,angela-barbariol@adventureworks.com,150-555-0194,S,Angela Barbariol,150-555-0194,False,F,1,$11.,92,66,True,False,Production,
128,186,969985265,862951447,Barbara,Decker,S,False,Production Technician - WC20,22-Aug-08,29-Jul-84,AW\barbara-decker,barbara-decker@adventureworks.com,119-555-0192,M,Barbara Decker,119-555-0192,False,F,1,$14.,17,28,True,False,Production,
139,201,167554340,332349500,Kathie,Flood,E,False,Production Technician - WC45,27-Aug-08,1-Jun-90,AW\kathie-flood,kathie-flood@adventureworks.com,446-555-0118,M,Kathie Flood,446-555-0118,False,F,1,$10.,87,63,True,False,Production,
140,18,410742000,446466105,Britta,Simon,L,False,Production Technician - WC60,29-Aug-08,28-Apr-89,AW\britta-simon,britta-simon@adventureworks.com,955-555-0169,M,Britta Simon,955-555-0169,False,F,1,$12.45,14,27,True,False,Production,
151,147,812797414,319472946,Linda,Randall,A,False,Production Technician - WC20,3-Sept-08,5-May-77,AW\linda-randall,linda-randall@adventureworks.com,696-555-0157,S,Linda Randall,696-555-0157,False,F,1,$14.,12,26,True,False,Production,
155,111,25011600,45615666,Samantha,Smith,H,False,Production Technician - WC20,4-Sept-08,22-Jun-87,AW\samantha-smith,samantha-smith@adventureworks.com,587-555-0114,M,Samantha Smith,587-555-0114,False,F,1,$14.,7,23,True,False,Production,
157,16,652535724,233069302,Denise,Smith,H,False,Production Technician - WC50,5-Sept-08,4-Feb-88,AW\denise-smith,denise-smith@adventureworks.com,869-555-0119,M,Denise Smith,869-555-0119,False,F,1,$11.,9,24,True,False,Production,
171,177,227319668,578935259,Carol,Philips,M,False,Production Technician - WC30,12-Sept-08,17-May-88,AW\carol-philips,carol-philips@adventureworks.com,609-555-0153,M,Carol Philips,609-555-0153,False,F,1,$9.5,45,42,True,False,Production,
179,18,754372876,446466105,Suchitra,Mohan,O,False,Production Technician - WC60,16-Sept-08,8-Jan-87,AW\suchitra-mohan,suchitra-mohan@adventureworks.com,753-555-0129,M,Suchitra Mohan,753-555-0129,False,F,1,$12.45,15,27,True,False,Production,
185,201,20244403,332349500,Belinda,Newman,M,False,Production Technician - WC45,20-Sept-08,15-Oct-74,AW\belinda-newman,belinda-newman@adventureworks.com,319-555-0126,S,Belinda Newman,319-555-0126,False,F,1,$10.,83,61,True,False,Production,
190,89,1300049,750905084,Nicole,Holliday,B,False,Production Technician - WC40,22-Sept-08,7-Nov-85,AW\nicole-holliday,nicole-holliday@adventureworks.com,508-555-0129,M,Nicole Holliday,508-555-0129,False,F,1,$15.,67,53,True,False,Production,
193,111,63761469,45615666,Anibal,Sousa,T,False,Production Technician - WC20,23-Sept-08,5-Apr-74,AW\anibal-sousa,anibal-sousa@adventureworks.com,106-555-0120,S,Anibal Sousa,106-555-0120,False,F,1,$14.,8,24,True,False,Production,
206,76,912141525,778552911,Elizabeth,Keyser,I,False,Production Technician - WC50,30-Sept-08,25-Aug-89,AW\elizabeth-keyser,elizabeth-keyser@adventureworks.com,318-555-0137,M,Elizabeth Keyser,318-555-0137,False,F,1,$11.,5,22,True,False,Production,
209,177,301435199,578935259,Merav,Netz,A,False,Production Technician - WC30,1-Oct-08,11-Dec-82,AW\merav-netz,merav-netz@adventureworks.com,224-555-0187,M,Merav Netz,224-555-0187,False,F,1,$9.5,46,43,True,False,Production,
211,40,211789056,630184120,Kitti,Lertpiriyasuwat,H,False,Production Technician - WC50,2-Oct-08,4-Jan-87,AW\kitti-lertpiriyasuwat,kitti-lertpiriyasuwat@adventureworks.com,785-555-0132,S,Kitti Lertpiriyasuwat,785-555-0132,False,F,1,$11.,89,64,True,False,Production,
218,147,300946911,319472946,Shelley,Dyck,N,False,Production Technician - WC20,5-Oct-08,8-Jul-86,AW\shelley-dyck,shelley-dyck@adventureworks.com,991-555-0184,S,Shelley Dyck,991-555-0184,False,F,1,$14.,14,27,True,False,Production,
228,66,294148271,7201901,Betsy,Stadick,A,False,Production Technician - WC10,18-Jul-09,17-Jul-42,AW\betsy-stadick,betsy-stadick@adventureworks.com,405-555-0171,S,Betsy Stadick,405-555-0171,False,F,1,$13.45,99,69,True,False,Production,
231,27,717889520,360868122,Mary,Baker,R,False,Production Technician - WC10,25-Jul-09,19-Apr-86,AW\mary-baker,mary-baker@adventureworks.com,283-555-0185,M,Mary Baker,283-555-0185,False,F,1,$13.45,94,67,True,False,Production,
234,189,109272464,33237992,Bonnie,Kearney,N,False,Production Technician - WC10,1-Aug-09,10-Apr-86,AW\bonnie-kearney,bonnie-kearney@adventureworks.com,264-555-0150,M,Bonnie Kearney,264-555-0150,False,F,1,$13.45,89,64,True,False,Production,
238,66,390124815,7201901,Kimberly,Zimmerman,B,False,Production Technician - WC10,12-Aug-09,13-Apr-86,AW\kimberly-zimmerman,kimberly-zimmerman@adventureworks.com,123-555-0167,S,Kimberly Zimmerman,123-555-0167,False,F,1,$13.45,95,67,True,False,Production,
239,18,6298838,446466105,Kim,Abercrombie,B,False,Production Technician - WC60,16-Aug-09,14-Jul-42,AW\kim-abercrombie,kim-abercrombie@adventureworks.com,208-555-0114,M,Kim Abercrombie,208-555-0114,False,F,1,$12.45,24,32,True,False,Production,
256,66,82638150,7201901,Danielle,Tiedt,C,False,Production Technician - WC10,20-Sept-09,7-Apr-86,AW\danielle-tiedt,danielle-tiedt@adventureworks.com,500-555-0172,S,Danielle Tiedt,500-555-0172,False,F,1,$13.45,97,68,True,False,Production,
262,111,163347032,45615666,Olinda,Turner,C,False,Production Technician - WC20,2-Oct-09,2-Nov-69,AW\olinda-turner,olinda-turner@adventureworks.com,306-555-0186,S,Olinda Turner,306-555-0186,False,F,1,$14.,3,21,True,False,Production,
9,23,309738752,277173473,JoLynn,Dobney,M,False,Production Supervisor - WC60,26-Jul-07,16-Aug-55,AW\jolynn-dobney,jolynn-dobney@adventureworks.com,903-555-0145,S,JoLynn Dobney,903-555-0145,False,F,2,$25.,82,61,True,False,Production,
16,23,233069302,277173473,Taylor,Maxwell,R,False,Production Supervisor - WC50,8-Sept-07,31-Oct-55,AW\taylor-maxwell,taylor-maxwell@adventureworks.com,508-555-0165,M,Taylor Maxwell,508-555-0165,False,M,2,$25.,79,59,True,False,Production,
18,23,446466105,277173473,Jo,Brown,A,False,Production Supervisor - WC60,27-Sept-07,8-May-56,AW\jo-brown,jo-brown@adventureworks.com,632-555-0129,S,Jo Brown,632-555-0129,False,F,2,$25.,80,60,True,False,Production,
20,23,494170342,277173473,John,Campbell,T,False,Production Supervisor - WC60,16-Oct-07,7-Mar-56,AW\john-campbell,john-campbell@adventureworks.com,435-555-0113,M,John Campbell,435-555-0113,False,M,2,$25.,81,60,True,False,Production,
27,23,360868122,277173473,Zheng,Mu,W,False,Production Supervisor - WC10,3-Jul-08,26-May-83,AW\zheng-mu,zheng-mu@adventureworks.com,113-555-0173,S,Zheng Mu,113-555-0173,False,M,2,$25.,66,53,True,False,Production,
40,23,630184120,277173473,Jinghao,Liu,K,False,Production Supervisor - WC50,8-Jul-08,5-Sept-88,AW\jinghao-liu,jinghao-liu@adventureworks.com,794-555-0159,S,Jinghao Liu,794-555-0159,False,M,2,$25.,77,58,True,False,Production,
53,23,370989364,277173473,Reuben,D'sa,H,False,Production Supervisor - WC40,15-Jul-08,27-Mar-87,AW\reuben-dsa,reuben-dsa@adventureworks.com,191-555-0112,M,Reuben D'sa,191-555-0112,False,M,2,$25.,72,56,True,False,Production,
66,23,7201901,277173473,Cristian,Petculescu,K,False,Production Supervisor - WC10,22-Jul-08,10-Nov-83,AW\cristian-petculescu,cristian-petculescu@adventureworks.com,434-555-0133,M,Cristian Petculescu,434-555-0133,False,M,2,$25.,67,53,True,False,Production,
76,23,778552911,277173473,Kok-Ho,Loh,T,False,Production Supervisor - WC50,27-Jul-08,27-Nov-79,AW\kok-ho-loh,kok-ho-loh@adventureworks.com,999-555-0155,S,Kok-Ho Loh,999-555-0155,False,M,2,$25.,78,59,True,False,Production,
89,23,750905084,277173473,David,Hamilton,P,False,Production Supervisor - WC40,3-Aug-08,30-Jan-83,SQLSERVER2017\LabUser,david-hamilton@adventureworks.com,986-555-0177,S,David Hamilton,986-555-0177,False,M,2,$25.,73,56,True,False,Production,
111,23,45615666,277173473,Eric,Gubbels,,False,Production Supervisor - WC20,14-Aug-08,19-Aug-84,AW\eric-gubbels,eric-gubbels@adventureworks.com,260-555-0119,M,Eric Gubbels,260-555-0119,False,M,2,$25.,40,40,True,False,Production,
126,23,712885347,277173473,Jeff,Hay,V,False,Production Supervisor - WC45,21-Aug-08,15-Aug-76,AW\jeff-hay,jeff-hay@adventureworks.com,350-555-0167,M,Jeff Hay,350-555-0167,False,M,2,$25.,74,57,True,False,Production,
138,23,386315192,277173473,Cynthia,Randall,S,False,Production Supervisor - WC30,27-Aug-08,18-Mar-81,AW\cynthia-randall,cynthia-randall@adventureworks.com,352-555-0138,S,Cynthia Randall,352-555-0138,False,F,2,$25.,69,54,True,False,Production,
147,23,319472946,277173473,Yuhong,Li,L,False,Production Supervisor - WC20,1-Sept-08,4-Nov-76,AW\yuhong-li,yuhong-li@adventureworks.com,965-555-0155,M,Yuhong Li,965-555-0155,False,M,2,$25.,41,40,True,False,Production,
163,23,551834634,277173473,Shane,Kim,S,False,Production Supervisor - WC45,8-Sept-08,22-Dec-89,AW\shane-kim,shane-kim@adventureworks.com,810-555-0178,S,Shane Kim,810-555-0178,False,M,2,$25.,75,57,True,False,Production,
177,23,578935259,277173473,Michael,Ray,Sean,False,Production Supervisor - WC30,15-Sept-08,29-Aug-88,AW\michael-ray,michael-ray@adventureworks.com,156-555-0199,S,Michael Ray,156-555-0199,False,M,2,$25.,70,55,True,False,Production,
186,23,862951447,277173473,Katie,McAskill-White,L,False,Production Supervisor - WC20,20-Sept-08,18-Jun-84,AW\katie-mcaskill-white,katie-mcaskill-white@adventureworks.com,809-555-0133,S,Katie McAskill-White,809-555-0133,False,F,2,$25.,42,41,True,False,Production,
188,23,60114406,277173473,Jack,Richins,S,False,Production Supervisor - WC30,21-Sept-08,20-Jan-83,AW\jack-richins,jack-richins@adventureworks.com,552-555-0111,S,Jack Richins,552-555-0111,False,M,2,$25.,68,54,True,False,Production,
189,23,33237992,277173473,Andrew,Hill,R,False,Production Supervisor - WC10,22-Sept-08,6-Apr-88,AW\andrew-hill,andrew-hill@adventureworks.com,908-555-0159,S,Andrew Hill,908-555-0159,False,M,2,$25.,65,52,True,False,Production,
201,23,332349500,277173473,Lori,Kane,A,False,Production Supervisor - WC45,26-Sept-08,16-Feb-80,AW\lori-kane,lori-kane@adventureworks.com,289-555-0196,S,Lori Kane,289-555-0196,False,F,2,$25.,76,58,True,False,Production,
214,23,634335025,277173473,Brenda,Diaz,M,False,Production Supervisor - WC40,3-Oct-08,28-Sept-82,AW\brenda-diaz,brenda-diaz@adventureworks.com,142-555-0139,M,Brenda Diaz,142-555-0139,False,F,2,$25.,71,55,True,False,Production,
152,112,519899904,295847284,James,Hamilton,R,False,Vice President of Production,3-Sept-08,4-Feb-88,AW\james-hamilton,james-hamilton@adventureworks.com,870-555-0122,S,James Hamilton,870-555-0122,True,M,2,$84.1346,64,52,True,False,Production,
36,87,586486572,521265716,Susan,Eaton,W,False,Stocker,7-Jul-08,17-Sept-77,AW\susan-eaton,susan-eaton@adventureworks.com,943-555-0196,S,Susan Eaton,943-555-0196,False,F,1,$9.,97,68,True,False,Shipping and Receiving,
74,87,420776180,521265716,Kim,Ralls,T,False,Stocker,26-Jul-08,29-Nov-83,AW\kim-ralls,kim-ralls@adventureworks.com,309-555-0129,S,Kim Ralls,309-555-0129,False,F,1,$9.,98,69,True,False,Shipping and Receiving,
199,87,652779496,521265716,Jimmy,Bischoff,T,False,Stocker,26-Sept-08,1-Jun-90,AW\jimmy-bischoff,jimmy-bischoff@adventureworks.com,927-555-0168,M,Jimmy Bischoff,927-555-0168,False,M,1,$9.,96,68,True,False,Shipping and Receiving,
246,51,646304055,553069203,Pat,Coleman,H,False,Janitor,27-Aug-09,3-Jul-70,AW\pat-coleman,pat-coleman@adventureworks.com,720-555-0158,S,Pat Coleman,720-555-0158,False,M,1,$9.25,89,64,True,False,Facilities and Maintenance,
255,51,879334904,553069203,Lori,Penor,K,False,Janitor,16-Sept-09,28-Feb-70,AW\lori-penor,lori-penor@adventureworks.com,295-555-0161,M,Lori Penor,295-555-0161,False,F,1,$9.25,90,65,True,False,Facilities and Maintenance,
263,51,28414965,553069203,Stuart,Macrae,J,False,Janitor,3-Oct-09,17-Jul-71,AW\stuart-macrae,stuart-macrae@adventureworks.com,539-555-0149,M,Stuart Macrae,539-555-0149,False,M,1,$9.25,88,64,True,False,Facilities and Maintenance,
264,51,153479919,553069203,Jo,Berry,L,False,Janitor,5-Oct-09,22-Nov-53,AW\jo-berry,jo-berry@adventureworks.com,228-555-0159,M,Jo Berry,228-555-0159,False,F,1,$9.25,91,65,True,False,Facilities and Maintenance,
2,7,253022876,24756624,Kevin,Brown,F,False,Marketing Assistant,26-Aug-06,1-Dec-86,AW\kevin-brown,kevin-brown@adventureworks.com,150-555-0189,S,Kevin Brown,150-555-0189,False,M,2,$13.4615,42,41,True,False,Marketing,
3,14,509647174,245797967,Roberto,Tamburello,,False,Engineering Manager,11-Jun-07,12-Jun-74,AW\roberto-tamburello,roberto-tamburello@adventureworks.com,212-555-0187,M,Roberto Tamburello,212-555-0187,True,M,2,$43.2692,2,21,True,False,Engineering,
4,3,112457891,509647174,Rob,Walters,,False,Senior Tool Designer,5-Jul-07,23-Jul-74,AW\rob-walters,rob-walters@adventureworks.com,612-555-0100,S,Rob Walters,612-555-0100,False,M,2,$29.8462,48,80,True,False,Tool Design,
5,3,112457891,509647174,Rob,Walters,,False,Senior Tool Designer,5-Jul-07,23-Jul-74,AW\rob-walters,rob-walters@adventureworks.com,612-555-0100,S,Rob Walters,612-555-0100,False,M,2,$29.8462,48,80,True,False,Tool Design,
6,267,480168528,974026903,Thierry,D'Hers,B,False,Tool Designer,11-Jul-07,26-Feb-59,AW\thierry-dhers,thierry-dhers@adventureworks.com,168-555-0183,M,Thierry D'Hers,168-555-0183,False,M,2,$25.,9,24,True,False,Tool Design,
7,112,24756624,295847284,David,Bradley,M,False,Marketing Manager,20-Jul-07,17-Oct-74,AW\david-bradley,david-bradley@adventureworks.com,913-555-0172,S,David Bradley,913-555-0172,True,M,2,$37.5,40,40,True,False,Marketing,
8,112,24756624,295847284,David,Bradley,M,False,Marketing Manager,20-Jul-07,17-Oct-74,AW\david-bradley,david-bradley@adventureworks.com,913-555-0172,S,David Bradley,913-555-0172,True,M,2,$37.5,40,40,True,False,Marketing,
11,3,695256908,509647174,Gail,Erickson,A,False,Design Engineer,6-Aug-07,27-Apr-52,AW\gail-erickson,gail-erickson@adventureworks.com,849-555-0139,M,Gail Erickson,849-555-0139,True,F,2,$32.6923,5,22,True,False,Engineering,
13,3,998320692,509647174,Jossef,Goldberg,H,False,Design Engineer,24-Aug-07,9-Oct-58,AW\jossef-goldberg,jossef-goldberg@adventureworks.com,122-555-0189,M,Jossef Goldberg,122-555-0189,True,M,2,$32.6923,6,23,True,False,Engineering,
14,112,245797967,295847284,Terri,Duffy,Lee,False,Vice President of Engineering,31-Aug-07,1-Mar-71,AW\terri-duffy,terri-duffy@adventureworks.com,819-555-0175,S,Terri Duffy,819-555-0175,True,F,2,$63.4615,1,20,True,False,Engineering,
23,112,277173473,295847284,Peter,Krebs,J,False,Production Control Manager,1-Jul-08,3-Jun-82,AW\peter-krebs,peter-krebs@adventureworks.com,913-555-0196,M,Peter Krebs,913-555-0196,True,M,2,$24.5192,43,41,True,False,Production Control,
30,154,749389530,858323870,Ashvini,Sharma,R,False,Network Administrator,4-Jul-08,25-Oct-76,AW\ashvini-sharma,ashvini-sharma@adventureworks.com,656-555-0119,S,Ashvini Sharma,656-555-0119,False,M,2,$32.4519,70,55,True,False,Information Services,
32,143,535145551,184188301,Paula,Barreto de Mattos,M,False,Human Resources Manager,6-Jul-08,11-Sept-75,AW\paula-barreto,paula-barreto-de-mattos@adventureworks.com,523-555-0175,M,Paula Barreto de Mattos,523-555-0175,True,F,2,$27.1394,54,47,True,False,Human Resources,
37,87,337752649,521265716,Vamsi,Kuppa,N,False,Shipping and Receiving Clerk,7-Jul-08,16-Oct-76,AW\vamsi-kuppa,vamsi-kuppa@adventureworks.com,937-555-0137,M,Vamsi Kuppa,937-555-0137,False,M,2,$9.5,95,67,True,False,Shipping and Receiving,
43,204,885055826,398223854,Peng,Wu,J,False,Quality Assurance Supervisor,9-Jul-08,17-Oct-75,AW\peng-wu,peng-wu@adventureworks.com,164-555-0164,M,Peng Wu,164-555-0164,True,M,2,$21.6346,81,60,True,False,Quality Assurance,
44,112,441044382,295847284,Jean,Trenary,E,False,Information Services Manager,11-Jul-08,13-Jul-75,AW\jean-trenary,jean-trenary@adventureworks.com,685-555-0120,S,Jean Trenary,685-555-0120,True,F,2,$50.4808,65,52,True,False,Information Services,
46,23,685233686,277173473,A. Scott,Wright,,False,Master Scheduler,12-Jul-08,17-Apr-68,AW\a-scott-wright,a-scott-wright@adventureworks.com,992-555-0194,S,A. Scott Wright,992-555-0194,False,M,2,$23.5577,44,42,True,False,Production Control,
48,7,95958330,24756624,Sariya,Harnpadoungsataya,E,False,Marketing Specialist,12-Jul-08,19-Dec-86,AW\sariya-harnpadoungsataya,sariya-harnpadoungsataya@adventureworks.com,399-555-0176,S,Sariya Harnpadoungsataya,399-555-0176,False,M,2,$14.4231,45,42,True,False,Marketing,
49,32,332040978,535145551,Willis,Johnson,T,False,Recruiter,13-Jul-08,15-Feb-78,AW\willis-johnson,willis-johnson@adventureworks.com,778-555-0141,S,Willis Johnson,778-555-0141,False,M,2,$18.2692,49,44,True,False,Human Resources,
51,222,553069203,141165819,Christian,Kleinerman,E,False,Maintenance Supervisor,14-Jul-08,18-Aug-75,AW\christian-kleinerman,christian-kleinerman@adventureworks.com,846-555-0157,M,Christian Kleinerman,846-555-0157,True,M,2,$20.4327,92,66,True,False,Facilities and Maintenance,
56,92,540688287,345106466,Tengiz,Kharatishvili,N,False,Control Specialist,16-Jul-08,26-Nov-89,AW\tengiz-kharatishvili,tengiz-kharatishvili@adventureworks.com,910-555-0116,S,Tengiz Kharatishvili,910-555-0116,False,M,2,$16.8269,76,58,True,False,Document Control,
61,142,363923697,30845,Deborah,Poe,E,False,Accounts Receivable Specialist,18-Jul-08,5-Oct-75,AW\deborah-poe,deborah-poe@adventureworks.com,602-555-0194,M,Deborah Poe,602-555-0194,False,F,2,$19.,60,50,True,False,Finance,
68,44,525932996,441044382,Janaina,Bueno,Barreiro Gambaro,False,Application Specialist,23-Jul-08,30-Aug-84,AW\janaina-bueno,janaina-bueno@adventureworks.com,623-555-0155,M,Janaina Bueno,623-555-0155,True,F,2,$27.4038,71,55,True,False,Information Services,
72,32,619308550,535145551,Mindy,Martin,C,False,Benefits Specialist,25-Jul-08,20-Jun-84,AW\mindy-martin,mindy-martin@adventureworks.com,522-555-0147,M,Mindy Martin,522-555-0147,False,F,2,$16.5865,51,45,True,False,Human Resources,
73,143,121491555,184188301,Wendy,Kahn,Beth,False,Finance Manager,25-Jul-08,11-May-84,AW\wendy-kahn,wendy-kahn@adventureworks.com,248-555-0134,S,Wendy Kahn,248-555-0134,True,F,2,$43.2692,55,47,True,False,Finance,
79,43,403414852,885055826,Sean,Alexander,P,False,Quality Assurance Technician,28-Jul-08,5-Oct-75,AW\sean-alexander,sean-alexander@adventureworks.com,420-555-0173,S,Sean Alexander,420-555-0173,False,M,2,$10.5769,82,61,True,False,Quality Assurance,
81,162,811994146,134969118,Diane,Margheim,L,False,Research and Development Engineer,29-Jul-08,3-Jan-86,AW\diane-margheim,diane-margheim@adventureworks.com,815-555-0138,S,Diane Margheim,815-555-0138,True,F,2,$40.8654,62,51,True,False,Research and Development,
84,32,264306399,535145551,Vidur,Luthra,X,False,Recruiter,1-Aug-08,1-Mar-84,AW\vidur-luthra,vidur-luthra@adventureworks.com,153-555-0186,S,Vidur Luthra,153-555-0186,False,M,2,$18.2692,50,45,True,False,Human Resources,
87,23,521265716,277173473,Pilar,Ackerman,G,False,Shipping and Receiving Supervisor,2-Aug-08,9-Apr-72,AW\pilar-ackerman,pilar-ackerman@adventureworks.com,577-555-0185,S,Pilar Ackerman,577-555-0185,True,M,2,$19.2308,93,66,True,False,Shipping and Receiving,
92,204,345106466,398223854,Zainal,Arifin,T,False,Document Control Manager,4-Aug-08,30-Aug-75,AW\zainal-arifin,zainal-arifin@adventureworks.com,204-555-0115,M,Zainal Arifin,204-555-0115,False,M,2,$17.7885,77,58,True,False,Document Control,
